customer_id,age,gender,income,region,purchase_amount,calculated_clv,clv_tier
2246,28,Male,71466.81,"Region IX",2371.36,14228.16,Gold
5662,30,Male,87020.49,BARMM,2371.08,14226.48,Gold
536,41,Female,94492.01,"Region V",2370.87,14225.22,Gold
7499,24,Other,82883.30,"Region VII",2370.87,14225.22,Gold
1404,44,Male,87358.87,"Region VIII",2368.69,14212.14,Gold
824,32,Other,10289.55,"Region II",4547.11,14209.72,Gold
9742,24,Other,50831.21,BARMM,3228.93,14207.29,Gold
8228,31,Male,33143.23,"Region X",4545.69,14205.28,Gold
6579,65,Other,54576.73,"Region VII",2367.44,14204.64,Gold
129,39,Male,20039.84,"Region XII",4544.48,14201.50,Gold
4114,48,Other,33970.70,"Region VI",3223.96,14185.42,Gold
9500,49,Male,67516.40,CAR,2836.82,14184.10,Gold
7204,32,Male,19781.42,NCR,4537.16,14178.63,Gold
9335,39,Male,24263.79,"Region IX",4536.73,14177.28,Gold
7052,44,Male,77876.63,"Region X",2361.77,14170.62,Gold
2235,34,Other,25610.52,"Region XIII",4532.70,14164.69,Gold
5913,20,Other,56907.17,"Region XII",3217.66,14157.70,Gold
9098,38,Male,28869.47,"Region IV-A",4529.29,14154.03,Gold
585,40,Other,61123.15,"Region VIII",2830.21,14151.05,Gold
1911,43,Female,11652.37,"Region I",3215.42,14147.85,Gold
1456,75,Other,57158.31,"Region VIII",2357.42,14144.52,Gold
9466,49,Male,81418.63,"Region I",2356.76,14140.56,Gold
8069,41,Other,70975.31,"Region VI",2356.45,14138.70,Gold
9697,40,Female,33477.00,"Region XII",3209.51,14121.84,Gold
8168,42,Other,20338.45,BARMM,3208.85,14118.94,Gold
8331,37,Male,59636.45,"Region XII",3208.42,14117.05,Gold
3724,46,Other,13827.09,"Region VII",3208.16,14115.90,Gold
1217,32,Other,24624.60,"Region VI",4516.59,14114.34,Gold
8557,46,Female,55847.64,"Region XI",2822.53,14112.65,Gold
5591,41,Male,80540.92,"Region IV-A",2350.58,14103.48,Gold
7846,37,Female,37091.10,"Region I",4507.05,14084.53,Gold
8799,32,Other,92892.83,"Region XII",2347.11,14082.66,Gold
7720,32,Other,97624.23,"Region IX",2345.43,14072.58,Gold
8521,35,Female,26569.00,CAR,4503.16,14072.38,Gold
8305,34,Male,52623.38,"Region II",3197.97,14071.07,Gold
4674,38,Male,55743.94,"Region II",3197.33,14068.25,Gold
1818,21,Male,58133.60,"Region III",3197.10,14067.24,Gold
7394,20,Female,57283.25,NCR,3196.11,14062.88,Gold
1385,38,Female,19353.75,"Region III",4494.94,14046.69,Gold
3822,46,Female,18634.99,BARMM,3192.39,14046.52,Gold
342,30,Other,59661.06,"Region III",3191.21,14041.32,Gold
3419,45,Other,59965.71,"Region XII",2806.04,14030.20,Gold
9147,43,Other,63367.04,NCR,2804.68,14023.40,Gold
6493,22,Other,81375.99,"Region VII",2337.06,14022.36,Gold
8619,47,Female,10014.78,"Region VI",3184.58,14012.15,Gold
8675,43,Male,21006.46,"Region XI",3183.34,14006.70,Gold
3125,48,Female,43722.75,"Region I",3178.86,13986.98,Gold
9134,25,Female,97640.29,"Region V",2330.74,13984.44,Gold
6239,22,Female,53989.87,"Region V",3178.19,13984.04,Gold
660,42,Female,20166.26,"Region VII",3176.32,13975.81,Gold
168,37,Other,23082.49,"Region III",4468.92,13965.38,Gold
5749,45,Male,83099.73,BARMM,2327.39,13964.34,Gold
1235,35,Other,16695.10,"Region V",4467.91,13962.22,Gold
9892,46,Other,93223.87,NCR,2326.77,13960.62,Gold
8596,38,Female,33139.14,"Region IV-A",4465.66,13955.19,Gold
3215,32,Male,83409.60,"Region I",2325.73,13954.38,Gold
3565,66,Other,50485.65,"Region IV-A",2324.26,13945.56,Gold
7795,45,Male,69363.88,"Region IV-A",2789.11,13945.55,Gold
2790,37,Female,18543.37,"Region II",4461.75,13942.97,Gold
2061,40,Male,37995.27,"Region IV-A",3164.74,13924.86,Gold
4622,27,Other,79964.53,"Region IV-A",2319.60,13917.60,Gold
2305,42,Other,53550.85,"Region VIII",2782.02,13910.10,Gold
3767,60,Male,51222.74,BARMM,2317.48,13904.88,Gold
8877,22,Male,53866.89,NCR,3159.70,13902.68,Gold
5430,28,Male,71438.82,"Region III",2316.87,13901.22,Gold
7336,42,Other,63013.13,NCR,2779.49,13897.45,Gold
770,36,Female,17698.71,"Region II",4447.11,13897.22,Gold
2803,55,Other,57292.85,BARMM,2315.36,13892.16,Gold
5036,43,Female,77114.63,"Region VI",2313.76,13882.56,Gold
4778,36,Male,22162.21,NCR,4440.60,13876.88,Gold
1879,48,Female,52841.63,"Region VII",2774.31,13871.55,Gold
9458,26,Male,70184.48,"Region III",2311.64,13869.84,Gold
4706,36,Other,86582.79,BARMM,2311.55,13869.30,Gold
1515,36,Female,96066.07,NCR,2311.50,13869.00,Gold
9759,49,Male,62985.26,"Region III",2769.73,13848.65,Gold
9695,30,Female,18361.33,"Region V",4429.89,13843.41,Gold
269,47,Female,98486.97,"Region V",2307.00,13842.00,Gold
5946,32,Other,78637.97,"Region I",2306.58,13839.48,Gold
6114,77,Other,58226.73,NCR,2304.40,13826.40,Gold
9603,26,Female,56276.01,"Region XII",3141.63,13823.17,Gold
9540,30,Other,22911.73,"Region XII",4417.58,13804.94,Gold
8670,35,Other,58039.43,"Region VIII",3137.42,13804.65,Gold
6335,33,Female,56992.17,"Region II",3135.88,13797.87,Gold
8430,35,Other,17137.18,"Region V",4414.30,13794.69,Gold
7156,41,Female,89682.43,"Region II",2298.28,13789.68,Gold
1,59,Female,55202.80,BARMM,2298.13,13788.78,Gold
324,42,Female,67447.30,"Region VI",2757.66,13788.30,Gold
3002,20,Other,75539.73,"Region X",2297.65,13785.90,Gold
3661,24,Male,82527.76,BARMM,2297.63,13785.78,Gold
2411,20,Female,57469.58,NCR,3131.55,13778.82,Gold
545,74,Male,56011.94,"Region XI",2295.83,13774.98,Gold
1485,40,Male,84254.71,"Region VII",2295.67,13774.02,Gold
8590,23,Female,77637.02,"Region VII",2295.65,13773.90,Gold
7578,38,Other,97408.33,"Region V",2294.24,13765.44,Gold
1697,24,Male,59616.19,"Region III",3128.43,13765.09,Gold
3490,40,Female,93783.85,"Region XII",2293.18,13759.08,Gold
5412,46,Female,42476.15,"Region I",3125.86,13753.78,Gold
3873,40,Other,52004.85,"Region II",2749.77,13748.85,Gold
2299,36,Female,17422.12,"Region II",4395.97,13737.41,Gold
1504,36,Other,12529.38,"Region XI",4394.86,13733.94,Gold
3220,41,Male,48421.06,"Region I",3121.05,13732.62,Gold
9122,37,Female,96663.09,NCR,2287.99,13727.94,Gold
859,40,Male,61127.98,"Region XII",2745.00,13725.00,Gold
9129,22,Male,95413.10,NCR,2284.25,13705.50,Gold
7367,41,Other,29320.96,"Region V",3112.30,13694.12,Gold
5771,46,Male,32641.46,"Region XII",3109.08,13679.95,Gold
8130,44,Male,82423.85,"Region IV-B",2279.89,13679.34,Gold
9310,38,Male,33374.51,"Region I",4377.06,13678.31,Gold
4107,35,Male,53380.22,"Region II",3108.29,13676.48,Gold
1759,44,Female,77686.64,"Region XIII",2278.26,13669.56,Gold
6570,59,Other,59599.60,NCR,2277.92,13667.52,Gold
7001,21,Other,99692.32,"Region VI",2277.34,13664.04,Gold
6299,54,Male,56504.79,"Region XI",2277.18,13663.08,Gold
8080,51,Female,59011.71,"Region XI",2276.45,13658.70,Gold
4268,42,Female,62931.29,"Region XII",2731.36,13656.80,Gold
9788,48,Female,99792.98,"Region VI",2274.83,13648.98,Gold
113,38,Male,28695.43,"Region IV-A",4366.28,13644.63,Gold
2137,48,Other,10403.95,"Region XIII",3100.15,13640.66,Gold
686,19,Other,88965.96,NCR,2273.23,13639.38,Gold
8276,38,Male,50894.89,BARMM,3098.81,13634.76,Gold
9232,43,Male,86616.77,"Region II",2272.04,13632.24,Gold
7491,30,Female,27262.72,"Region III",4360.95,13627.97,Gold
9866,49,Female,39584.99,"Region XIII",3097.06,13627.06,Gold
2707,33,Female,94020.66,"Region VIII",2269.55,13617.30,Gold
3003,57,Male,58083.31,"Region IV-B",2266.75,13600.50,Gold
1841,39,Female,83701.46,BARMM,2266.45,13598.70,Gold
3454,46,Other,42353.67,"Region XIII",3089.45,13593.58,Gold
5743,35,Other,16705.49,NCR,4348.70,13589.69,Gold
6876,47,Other,79579.18,"Region IV-A",2264.89,13589.34,Gold
2029,41,Female,84872.67,BARMM,2264.74,13588.44,Gold
4330,40,Female,98947.98,"Region IX",2263.69,13582.14,Gold
2577,36,Other,86197.75,BARMM,2263.42,13580.52,Gold
1807,35,Male,76262.43,"Region IV-A",2262.54,13575.24,Gold
6396,49,Other,67364.61,"Region IX",2714.54,13572.70,Gold
9315,40,Male,56203.05,"Region VIII",2713.74,13568.70,Gold
116,32,Female,14616.51,"Region VIII",4339.76,13561.75,Gold
3805,24,Female,91840.92,"Region VIII",2258.94,13553.64,Gold
2484,30,Other,96657.37,"Region IX",2257.92,13547.52,Gold
2768,45,Female,97379.48,"Region V",2254.81,13528.86,Gold
9924,19,Other,79313.81,"Region VII",2251.67,13510.02,Gold
9635,28,Other,89954.66,"Region IV-B",2251.39,13508.34,Gold
4629,37,Male,18385.86,"Region XII",4320.15,13500.47,Gold
6155,50,Male,11632.65,"Region I",2999.96,13499.82,Gold
7,33,Male,29715.12,"Region VI",4319.23,13497.59,Gold
2345,37,Other,54830.83,"Region XI",3067.63,13497.57,Gold
4070,54,Other,51510.69,"Region X",2248.84,13493.04,Gold
5233,30,Male,91938.07,"Region II",2248.29,13489.74,Gold
4793,67,Other,23388.08,"Region VIII",2996.86,13485.87,Gold
8444,46,Female,93007.62,"Region VIII",2247.54,13485.24,Gold
7101,35,Male,53425.80,"Region II",3064.29,13482.88,Gold
1014,65,Male,12499.82,"Region XIII",2995.96,13481.82,Gold
2017,56,Male,20758.77,BARMM,2995.95,13481.78,Gold
1293,39,Other,33524.61,"Region X",4314.04,13481.38,Gold
7226,42,Other,48601.88,"Region IV-B",3061.90,13472.36,Gold
3985,69,Male,34558.62,"Region XII",2993.19,13469.36,Gold
131,47,Female,33494.26,"Region IX",3060.99,13468.36,Gold
5979,32,Male,78916.11,"Region VII",2244.51,13467.06,Gold
4324,21,Female,76175.25,"Region VI",2244.44,13466.64,Gold
1563,52,Female,41382.54,"Region XIII",2991.72,13462.74,Gold
7618,47,Male,75208.45,"Region XIII",2243.67,13462.02,Gold
9985,73,Female,18478.92,"Region XI",2991.26,13460.67,Gold
1912,56,Male,49093.34,"Region IV-B",2990.11,13455.50,Gold
3637,64,Female,30915.45,"Region IX",2989.38,13452.21,Gold
2385,58,Male,59149.14,"Region IV-B",2241.62,13449.72,Gold
2547,34,Other,11099.58,"Region I",4302.76,13446.13,Gold
7197,31,Female,18740.71,"Region V",4299.56,13436.13,Gold
4033,45,Other,60098.84,"Region V",2686.96,13434.80,Gold
7337,49,Female,43911.75,"Region I",3052.84,13432.50,Gold
3787,47,Other,98612.21,"Region III",2237.96,13427.76,Gold
4366,28,Male,76294.14,"Region VI",2237.95,13427.70,Gold
4755,38,Male,78586.54,"Region IV-A",2236.93,13421.58,Gold
6809,64,Female,49897.09,"Region I",2982.36,13420.62,Gold
2178,38,Female,92203.71,"Region V",2236.40,13418.40,Gold
2776,35,Female,35742.00,"Region I",4293.46,13417.06,Gold
1614,52,Female,54990.71,"Region II",2235.94,13415.64,Gold
1051,29,Female,58929.27,"Region XII",3048.96,13415.42,Gold
8578,60,Other,47144.78,BARMM,2980.96,13414.32,Gold
4191,46,Male,18474.07,"Region I",3048.12,13411.73,Gold
1114,76,Female,15617.08,"Region VII",2980.27,13411.22,Gold
5549,44,Male,68498.32,"Region IX",2681.18,13405.90,Gold
189,52,Male,31635.85,"Region IX",2978.37,13402.67,Gold
2200,42,Other,11100.02,"Region VI",3045.37,13399.63,Gold
4572,44,Other,59574.47,"Region V",2679.82,13399.10,Gold
4017,46,Male,46723.62,"Region VII",3043.86,13392.98,Gold
8840,19,Male,56383.37,"Region II",3043.77,13392.59,Gold
6485,50,Male,11677.37,"Region X",2976.11,13392.50,Gold
6036,45,Other,50582.11,BARMM,2677.86,13389.30,Gold
3628,32,Male,97982.70,"Region V",2231.30,13387.80,Gold
4745,37,Male,72840.52,"Region VI",2230.99,13385.94,Gold
5411,75,Female,38409.55,"Region IV-A",2974.17,13383.77,Gold
1541,67,Male,18860.29,"Region VII",2973.29,13379.81,Gold
7990,22,Other,58329.86,"Region V",3039.70,13374.68,Gold
3972,31,Other,92176.55,"Region XII",2228.76,13372.56,Gold
5952,51,Male,26844.77,"Region V",2969.88,13364.46,Gold
6652,49,Other,15468.37,"Region I",3037.26,13363.94,Gold
8610,42,Male,29901.32,"Region XII",3036.55,13360.82,Gold
9019,39,Female,19532.53,"Region VIII",4274.60,13358.13,Gold
5059,47,Male,66356.55,"Region VI",2670.16,13350.80,Gold
8637,63,Other,48914.60,BARMM,2966.36,13348.62,Gold
5428,21,Female,57846.82,NCR,3033.33,13346.65,Gold
9430,34,Male,52926.99,"Region II",3032.29,13342.08,Gold
3994,32,Male,38435.35,"Region VII",4265.50,13329.69,Gold
1786,46,Other,78863.46,"Region IV-A",2220.90,13325.40,Gold
8081,37,Other,27894.83,"Region VI",4264.03,13325.09,Gold
4752,78,Female,21398.39,"Region IV-B",2958.86,13314.87,Gold
7392,50,Other,53509.07,BARMM,2218.41,13310.46,Gold
4669,32,Male,38130.45,"Region VII",4256.98,13303.06,Gold
2941,46,Other,18685.02,"Region IV-B",3022.48,13298.91,Gold
3681,63,Female,11092.80,"Region X",2954.35,13294.58,Gold
4160,34,Male,99147.57,"Region V",2215.51,13293.06,Gold
3780,65,Other,45753.41,"Region X",2953.71,13291.70,Gold
983,36,Other,21995.96,"Region III",4252.24,13288.25,Gold
9767,54,Female,47809.69,"Region X",2952.35,13285.58,Gold
1930,40,Male,28110.39,"Region XII",3018.97,13283.47,Gold
7020,40,Female,98251.14,"Region IX",2212.18,13273.08,Gold
6274,52,Male,46426.09,BARMM,2947.64,13264.38,Gold
9715,35,Other,53480.04,"Region XI",3014.19,13262.44,Gold
4948,44,Male,87426.66,"Region II",2210.26,13261.56,Gold
2204,47,Other,89300.07,"Region IV-B",2209.98,13259.88,Gold
1948,43,Male,35477.34,CAR,3012.59,13255.40,Gold
9045,31,Male,73547.97,"Region IX",2208.98,13253.88,Gold
7211,22,Male,99974.73,"Region XII",2208.43,13250.58,Gold
4023,52,Male,27423.72,"Region V",2944.48,13250.16,Gold
7095,58,Other,21947.84,"Region II",2943.96,13247.82,Gold
8793,43,Male,81771.02,BARMM,2206.67,13240.02,Gold
8956,19,Female,88823.87,"Region VIII",2206.65,13239.90,Gold
8364,63,Male,39426.75,"Region IV-A",2940.95,13234.28,Gold
3771,50,Female,21082.47,BARMM,2940.62,13232.79,Gold
6075,50,Other,49799.11,"Region XI",2940.62,13232.79,Gold
5745,57,Female,45134.47,"Region VII",2940.41,13231.85,Gold
2089,19,Female,93094.78,"Region V",2205.17,13231.02,Gold
6725,60,Other,51157.89,"Region VII",2204.61,13227.66,Gold
4362,50,Female,25532.56,"Region XI",2939.28,13226.76,Gold
9245,56,Female,44175.64,"Region XIII",2938.65,13223.93,Gold
1397,49,Female,25059.51,"Region XI",3004.87,13221.43,Gold
818,55,Female,52046.19,"Region IV-B",2202.52,13215.12,Gold
5788,72,Male,40906.41,"Region X",2936.69,13215.11,Gold
203,46,Other,37504.17,"Region IX",3002.37,13210.43,Gold
3079,40,Male,47099.02,"Region X",3001.43,13206.29,Gold
170,47,Other,70417.23,"Region XII",2199.55,13197.30,Gold
8973,38,Male,18699.58,"Region XI",4222.93,13196.66,Gold
4601,73,Other,55553.07,BARMM,2199.22,13195.32,Gold
6704,26,Female,78980.64,"Region XIII",2198.67,13192.02,Gold
2594,34,Other,79874.63,"Region X",2197.54,13185.24,Gold
1371,67,Female,55819.99,"Region IV-B",2197.36,13184.16,Gold
3119,31,Male,87204.30,"Region IV-B",2197.14,13182.84,Gold
3200,52,Female,46207.45,"Region I",2929.03,13180.64,Gold
8483,78,Female,26644.63,NCR,2927.86,13175.37,Gold
8994,58,Male,12660.42,"Region VI",2927.08,13171.86,Gold
349,31,Female,28026.58,"Region III",4213.25,13166.41,Gold
1154,66,Other,32464.12,NCR,2925.10,13162.95,Gold
6193,24,Male,87441.76,"Region VIII",2192.83,13156.98,Gold
6762,72,Other,31659.59,"Region XII",2923.59,13156.16,Gold
2696,53,Female,46539.44,"Region I",2923.40,13155.30,Gold
9164,50,Other,21390.80,"Region IV-B",2922.97,13153.37,Gold
8615,74,Other,14193.15,"Region XIII",2922.67,13152.02,Gold
9978,30,Other,32425.06,"Region XIII",4208.20,13150.63,Gold
1282,54,Other,23623.37,"Region XI",2921.63,13147.34,Gold
5015,37,Other,27244.27,"Region VI",4205.85,13143.28,Gold
9446,62,Other,14985.27,"Region X",2919.40,13137.30,Gold
2424,36,Female,45661.29,"Region VIII",3980.79,13136.61,Gold
2499,76,Female,43907.85,"Region VII",2918.19,13131.86,Gold
8160,32,Male,92700.45,"Region VIII",2188.47,13130.82,Gold
2699,38,Male,96869.22,"Region III",2188.19,13129.14,Gold
1387,30,Male,12999.61,"Region XI",4199.92,13124.75,Gold
8922,65,Female,54586.42,"Region IV-B",2186.34,13118.04,Gold
1870,39,Male,79223.42,"Region IV-A",2186.08,13116.48,Gold
2353,70,Female,57717.87,"Region IV-B",2185.27,13111.62,Gold
8530,66,Male,13392.24,"Region IV-A",2912.73,13107.29,Gold
7443,32,Male,83335.42,"Region X",2182.20,13093.20,Gold
8011,39,Other,47689.87,"Region IV-B",3967.58,13093.01,Gold
1942,73,Male,32157.02,"Region IX",2909.05,13090.73,Gold
9486,34,Other,75401.37,"Region VI",2180.75,13084.50,Gold
650,48,Male,70739.03,"Region IX",2180.19,13081.14,Gold
876,78,Other,53888.82,"Region IV-B",2180.04,13080.24,Gold
5791,78,Female,31157.40,"Region XII",2906.15,13077.68,Gold
8600,53,Other,23237.07,"Region XI",2906.13,13077.59,Gold
921,57,Male,44805.32,"Region I",2905.34,13074.03,Gold
2336,61,Male,51801.77,BARMM,2177.55,13065.30,Gold
5088,34,Female,44384.08,BARMM,3956.76,13057.31,Gold
4598,77,Female,30444.73,"Region III",2901.40,13056.30,Gold
7255,50,Female,34914.90,"Region III",2900.94,13054.23,Gold
2005,45,Male,55046.76,BARMM,2609.75,13048.75,Gold
8873,71,Female,30714.66,NCR,2899.67,13048.52,Gold
9887,27,Male,70783.24,"Region III",2174.74,13048.44,Gold
1080,30,Female,32091.85,CAR,4172.45,13038.91,Gold
9731,50,Female,39706.62,"Region VI",2897.22,13037.49,Gold
326,66,Female,41472.81,CAR,2896.08,13032.36,Gold
169,41,Female,85222.19,"Region IV-B",2171.50,13029.00,Gold
8855,70,Male,44293.15,"Region IV-A",2895.13,13028.09,Gold
9246,60,Other,13601.53,"Region X",2894.27,13024.22,Gold
7522,74,Female,19085.88,"Region XI",2894.12,13023.54,Gold
4993,38,Female,42124.41,"Region IV-B",3943.93,13014.97,Gold
6087,73,Male,22917.25,"Region II",2891.10,13009.95,Gold
4882,54,Female,28818.11,"Region II",2889.87,13004.42,Gold
8674,66,Male,18243.64,"Region VII",2889.80,13004.10,Gold
4723,74,Other,23292.33,"Region XI",2889.42,13002.39,Gold
7888,43,Male,86289.63,"Region VII",2167.04,13002.24,Gold
2772,65,Male,31725.02,"Region III",2889.37,13002.17,Gold
5380,37,Other,22686.37,"Region III",4159.76,12999.25,Gold
1984,73,Female,22944.83,BARMM,2887.13,12992.09,Gold
1178,68,Male,51961.97,"Region X",2164.86,12989.16,Gold
2145,67,Other,23616.94,"Region VIII",2886.21,12987.95,Gold
8837,44,Female,54602.46,"Region XI",2597.33,12986.65,Gold
2940,35,Male,49480.37,NCR,3935.30,12986.49,Gold
3190,46,Other,97750.44,"Region XII",2163.94,12983.64,Gold
3642,78,Female,40859.46,"Region IV-A",2885.04,12982.68,Gold
3039,25,Female,97385.53,"Region XII",2163.44,12980.64,Gold
9505,63,Male,44480.28,"Region VII",2882.89,12973.01,Gold
8210,73,Male,13367.02,"Region X",2882.87,12972.92,Gold
6372,32,Female,28619.88,"Region III",4151.26,12972.69,Gold
2184,57,Male,35573.68,"Region IX",2882.27,12970.22,Gold
3064,24,Other,73252.45,CAR,2161.45,12968.70,Gold
7972,32,Other,33316.91,"Region IV-A",4149.43,12966.97,Gold
1723,36,Female,22030.90,"Region XII",4149.42,12966.94,Gold
5382,55,Other,47874.77,"Region VII",2880.34,12961.53,Gold
2732,53,Male,55429.53,"Region XI",2159.23,12955.38,Gold
8658,64,Male,26310.17,"Region VIII",2878.91,12955.10,Gold
963,30,Female,45997.70,"Region XI",3925.29,12953.46,Gold
9877,67,Other,23323.48,"Region VIII",2878.27,12952.22,Gold
3113,43,Male,90922.34,"Region XI",2158.69,12952.14,Gold
5487,75,Female,28694.04,"Region II",2878.15,12951.68,Gold
2615,34,Female,49097.03,"Region XI",3924.68,12951.44,Gold
4288,55,Other,10536.70,"Region X",2876.89,12946.01,Gold
1928,64,Female,11626.04,"Region X",2874.73,12936.29,Gold
7605,71,Other,31048.45,"Region III",2874.30,12934.35,Gold
2895,58,Male,16895.71,"Region X",2874.07,12933.32,Gold
2991,62,Male,10443.14,"Region IV-A",2873.33,12929.99,Gold
5285,38,Female,18631.49,"Region VIII",4132.31,12913.47,Gold
1933,38,Female,92622.95,"Region XII",2151.23,12907.38,Gold
9359,28,Female,71350.96,CAR,2150.95,12905.70,Gold
5763,45,Male,69502.04,"Region III",2580.99,12904.95,Gold
9488,40,Female,65521.77,CAR,2580.46,12902.30,Gold
5950,36,Male,40672.22,"Region VII",3909.72,12902.08,Gold
7902,35,Male,30799.89,"Region VI",4128.65,12902.03,Gold
3816,33,Other,19734.36,"Region VIII",4126.33,12894.78,Gold
8626,32,Female,92997.67,NCR,2148.21,12889.26,Gold
3911,33,Male,34389.09,"Region IV-A",4124.35,12888.59,Gold
1887,72,Male,27186.81,"Region V",2863.54,12885.93,Gold
2650,69,Male,52486.37,"Region IV-B",2146.92,12881.52,Gold
3179,30,Other,72910.48,"Region VI",2145.44,12872.64,Gold
4335,76,Other,24761.39,"Region IV-B",2859.92,12869.64,Gold
8553,22,Male,95183.45,"Region VIII",2144.15,12864.90,Gold
7824,53,Other,32838.10,"Region XII",2856.77,12855.47,Gold
5784,45,Female,78519.77,"Region XIII",2141.70,12850.20,Gold
5473,32,Male,97459.14,"Region V",2140.60,12843.60,Gold
3648,41,Other,52570.10,"Region VII",2567.23,12836.15,Gold
4395,66,Male,36620.08,CAR,2852.34,12835.53,Gold
7484,36,Male,26555.17,"Region XII",4106.66,12833.31,Gold
4179,78,Male,54327.77,"Region VII",2136.91,12821.46,Gold
3077,53,Other,55259.71,BARMM,2136.27,12817.62,Gold
1651,74,Female,14344.99,"Region I",2846.48,12809.16,Gold
9570,51,Female,58940.95,"Region XI",2134.41,12806.46,Gold
4353,37,Male,31884.06,CAR,4096.86,12802.69,Gold
9543,40,Male,88973.67,"Region XI",2132.88,12797.28,Gold
8112,41,Male,94763.85,NCR,2132.46,12794.76,Gold
427,57,Male,11827.36,"Region VI",2843.02,12793.59,Gold
1026,76,Other,57352.02,"Region VII",2130.22,12781.32,Gold
7350,50,Female,30372.42,NCR,2839.79,12779.06,Gold
4787,35,Other,99763.72,CAR,2128.98,12773.88,Gold
4943,69,Female,38780.62,"Region XIII",2835.32,12758.94,Gold
8302,43,Male,95560.15,NCR,2126.40,12758.40,Gold
8960,37,Other,31805.58,"Region IX",4081.11,12753.47,Gold
1816,38,Male,92213.26,NCR,2124.45,12746.70,Gold
2529,67,Other,32607.68,"Region V",2832.57,12746.57,Gold
8704,70,Male,15824.92,"Region IV-A",2831.31,12740.90,Gold
4243,77,Male,16490.10,"Region IV-A",2830.14,12735.63,Gold
8554,42,Other,62635.45,"Region VIII",2547.11,12735.55,Gold
7645,39,Male,38544.27,"Region X",4072.86,12727.69,Gold
9515,59,Female,12706.44,"Region IV-A",2828.28,12727.26,Gold
6389,39,Male,14676.69,"Region II",4072.38,12726.19,Gold
84,53,Female,13905.12,"Region VII",2826.79,12720.56,Gold
8548,66,Male,31863.76,"Region XII",2826.38,12718.71,Gold
6283,69,Female,14977.04,"Region X",2826.28,12718.26,Gold
3244,75,Male,10326.21,"Region VI",2825.68,12715.56,Gold
6889,30,Female,36542.49,"Region IV-A",4068.61,12714.41,Gold
9685,25,Other,88269.38,"Region XI",2118.34,12710.04,Gold
7709,78,Male,25997.12,"Region II",2821.32,12695.94,Gold
636,54,Male,14206.61,"Region X",2820.88,12693.96,Gold
5948,54,Male,32913.76,"Region III",2819.26,12686.67,Gold
8113,77,Female,35198.51,"Region VI",2816.59,12674.66,Gold
510,47,Female,79934.94,"Region XIII",2111.32,12667.92,Gold
4805,32,Male,37849.03,"Region VII",4052.39,12663.72,Gold
9159,35,Female,85508.96,"Region VII",2109.25,12655.50,Gold
865,59,Male,45895.62,"Region X",2812.30,12655.35,Gold
5120,39,Male,33301.95,"Region VI",4048.97,12653.03,Gold
8872,74,Male,51233.31,"Region VII",2107.11,12642.66,Gold
3830,76,Female,10489.01,"Region XIII",2809.47,12642.62,Gold
218,69,Female,34272.04,"Region III",2807.61,12634.25,Gold
6713,31,Male,73306.65,"Region III",2104.80,12628.80,Gold
8535,68,Female,19628.50,BARMM,2806.00,12627.00,Gold
476,59,Male,55153.49,"Region VII",2104.20,12625.20,Gold
7369,46,Male,78943.26,"Region I",2103.79,12622.74,Gold
9313,56,Other,20667.16,"Region I",2802.99,12613.46,Gold
272,64,Female,44822.11,"Region XIII",2802.16,12609.72,Gold
9559,30,Female,22725.19,"Region VIII",4034.69,12608.41,Gold
1849,31,Other,37553.25,"Region I",4034.27,12607.09,Gold
7021,35,Male,44937.66,"Region II",3817.47,12597.65,Gold
1111,33,Other,74412.94,"Region VI",2099.47,12596.82,Gold
6273,58,Male,40930.70,"Region XIII",2798.48,12593.16,Gold
2920,64,Other,16476.40,"Region X",2798.03,12591.14,Gold
8511,74,Male,32804.91,"Region III",2797.72,12589.74,Gold
8995,51,Other,40532.42,"Region IV-A",2797.56,12589.02,Gold
3755,53,Other,42163.83,"Region IV-A",2797.13,12587.09,Gold
3615,57,Male,26091.87,"Region II",2796.42,12583.89,Gold
6438,65,Female,12546.92,"Region X",2796.28,12583.26,Gold
9871,31,Male,82430.84,"Region X",2096.49,12578.94,Gold
6390,71,Female,21516.65,BARMM,2794.23,12574.04,Gold
2316,60,Male,14040.95,"Region I",2792.64,12566.88,Gold
2521,36,Female,22185.09,"Region V",4020.93,12565.41,Gold
3330,41,Male,71011.11,"Region XII",2094.06,12564.36,Gold
7692,38,Female,18586.13,"Region II",4016.82,12552.56,Gold
5451,39,Male,14606.74,"Region II",4015.40,12548.13,Gold
1783,18,Female,92474.42,"Region V",2091.12,12546.72,Gold
184,67,Male,27777.97,"Region VIII",2787.91,12545.60,Gold
6830,68,Female,14645.21,"Region X",2784.42,12529.89,Gold
9121,50,Other,16359.08,"Region VII",2784.11,12528.50,Gold
7635,66,Male,27171.60,"Region VIII",2783.98,12527.91,Gold
7851,41,Female,84615.20,BARMM,2087.47,12524.82,Gold
250,63,Female,15511.35,"Region XIII",2782.90,12523.05,Gold
8849,30,Female,46175.23,"Region II",3794.04,12520.33,Gold
7528,31,Female,32305.62,"Region VI",4005.36,12516.75,Gold
8195,78,Male,58578.90,"Region IV-B",2085.87,12515.22,Gold
1769,51,Female,40698.21,"Region VI",2780.33,12511.49,Gold
8148,46,Male,79181.07,"Region I",2084.45,12506.70,Gold
366,32,Other,47547.28,"Region VIII",3789.31,12504.72,Gold
1470,27,Male,49939.14,"Region IX",4999.17,12497.93,Gold
